@relation solar-flare_1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute largest_spot_size {S,A,K,R,X,H}
@attribute spot_distribution {O,I,X,C}
@attribute Activity {'\'All\''}
@attribute Evolution {'\'All\''}
@attribute Previous_24_hour_flare_activity_code {'\'All\''}
@attribute Historically-complex {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Did_region_become_historically_complex {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Area {'\'All\''}
@attribute Area_of_the_largest_spot {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute C-class_flares_production_by_this_region {'\'All\''}
@attribute M-class_flares_production_by_this_region {'\'All\''}
@attribute X-class_flares_production_by_this_region {'\'All\''}
@attribute class {C,D,B,F,H,E}

@data
S,O,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',E
S,X,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',H
K,C,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',D
S,X,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',H
S,O,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',C
X,O,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(-inf-1.5]\'','\'All\'','\'All\'','\'All\'',B
X,O,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(-inf-1.5]\'','\'All\'','\'All\'','\'All\'',B
S,X,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',H
S,X,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',H
A,O,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',E
S,X,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',H
K,C,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',D
S,X,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',H
A,O,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',C
A,O,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',D
S,O,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',D
S,O,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',C
S,X,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',H
K,C,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',D
R,O,'\'All\'','\'All\'','\'All\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',C
R,O,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',D
A,O,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',E
R,O,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(-inf-1.5]\'','\'All\'','\'All\'','\'All\'',C
K,C,'\'All\'','\'All\'','\'All\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'All\'','\'(1.5-inf)\'','\'All\'','\'All\'','\'All\'',E
